# -----------------------------------
# SAS_MoCa Version 1.4.0
# Fri Apr 24 10:55:44 2026
# -----------------------------------
datafile:	./POPC_50C_Symmetry2021.dat
save-folder:	RES_POPC-Symmetry2021
qrange:	[0.005, 0.6]
model:	LUV_POPC
temperature-init:	400
temperature-gain:	50
target-X2:	0.005
data-binning:	1
error-scale:	1
iterations:	100
processes:	64
plot-only:	False
state:	0
# -----------------------------------
# Collection of the result parameters (medians only) for each iteration.
# -----------------------------------
	Norm	nv	Rv	Z	d_Chol	s_Chol	d_PCN	s_PCN	d_CG	s_CG	dD_C	r_D_C	s_CH2	d_CH	s_CH	s_CH3	r_PCN	r_CG	r12	r32	T	V_H	V_BW	Con	X2
23	1e-07	1.1078558533592948	390.16381937631144	6.262025283226004	2.687495234538923	2.9306654675149773	3.9432374116759816	2.56819485447914	0.7368919712681274	2.391296499711331	28.622477904119346	0.07855410125555067	2.474215151043334	9.0	3.05	3.531180542919626	0.2891403629008811	0.443447425073932	0.81	2.0092960307872483	50.0	313.2326087614858	30.3811789176361	0.0004714704060489422	3.4890563067475635
24	1e-07	0.968316949984112	468.14273732844623	11.417404229002711	2.7776897830751612	3.0109921881032182	4.101745799828008	2.4656782422176695	0.7691878987012103	2.4485978044894807	28.25258794490335	0.07771664754634681	2.508236314624095	9.0	3.05	3.728117034739656	0.28940877432692014	0.4547378890512253	0.81	1.987988240983418	50.0	334.1334481219486	30.42012661335311	0.0004727056830161008	3.6959126541453173
25	1e-07	0.774439515138431	498.4691785889135	7.233163246755099	2.597525039992543	3.2156339338069317	4.125761422608342	2.4256631388846834	0.7687923633651087	2.4596473963610253	28.265591176719838	0.08038490179721827	2.5357236881334257	9.0	3.05	3.6585666745846175	0.28787307310273114	0.45210869251078684	0.81	2.011807015160675	50.0	327.4764883829563	30.3819686984291	0.0004440008661995177	3.983989129238494
26	1e-07	0.9476836174633995	449.4721299998449	17.885038656675082	2.8871802963010373	2.958865380772365	3.8633787492510936	2.5633620812304234	0.8528084802451947	2.545877879691204	28.846516154005535	0.0754850166932353	2.6141977013439184	9.0	3.05	3.4027037384856778	0.27492698791893155	0.4523486201953551	0.81	2.1401379614441214	50.0	327.16795814237923	30.429784899999106	0.0004862922108233524	4.377938811874781
27	1e-07	0.8140749944781506	530.6234874895927	16.777716153673346	2.66575631421945	2.9517185890504773	4.120508596301249	2.6010787339676416	0.939362556747973	2.5052945962230457	27.604758521184916	0.08348138200807595	2.5677721893941188	9.0	3.05	3.7307766974858754	0.2914863515216646	0.46774420516252774	0.81	2.0569818809969425	50.0	340.06531590493586	30.324683285882433	0.0005301796917073833	3.9266575413031473
28	1e-07	1.122068401980779	417.9703450375014	10.98639357822453	2.933710833907801	3.040405053810001	4.034616358497784	2.4738713495575397	0.6915619258496851	2.407414572599214	28.22076620733232	0.08283095039199617	2.5934891675336225	9.0	3.05	3.3823647575915565	0.2941753485419606	0.46209727498577396	0.81	1.9808144533553456	50.0	325.30742681777497	30.314958131534596	0.0004830614199285292	3.727647924939346
29	1e-07	1.1950915356198617	412.3621650887993	11.644737182752582	2.6265546019414057	3.0480467001321094	4.693585648241088	2.5921941692310466	0.9359596056191114	2.396013495525165	27.14324686402466	0.0779219024452014	2.3903008067445155	9.0	3.05	3.941380060731508	0.2951622439612726	0.4470227732916581	0.81	2.111947132674023	50.0	323.88927008586484	30.388656771355805	0.0006116437454004674	4.21768984616676
30	1e-07	1.0283295837816615	415.2840183855426	8.558610718392051	2.6983522484540834	2.922548111730534	3.7710800126324555	2.4514364982073973	0.7929443142885314	2.3959625591268714	29.063472779698866	0.07853199883831873	2.458003931105457	9.0	3.05	3.4641552267066777	0.2956777754196437	0.445694786722037	0.81	2.1511992394718478	50.0	325.99598281110184	30.444020071918658	0.0005079871503977328	3.572402859666343
31	1e-07	1.1176885535800845	390.12311898296326	10.653672272883119	2.7487880307603274	3.015195642391388	3.404644020245141	2.521625735710639	0.894850023055539	2.488934369808025	29.582193085509957	0.08662755654303993	2.520019492090483	9.0	3.05	3.301892566311971	0.2792562318144036	0.4459613179620718	0.81	2.2118806593792324	50.0	325.951278575359	30.224247480657063	0.0004688368933293868	5.052940551380642
32	1e-07	1.092483030911564	408.55275754654565	8.868541142755314	2.7087723020854932	2.964441034611683	4.014504175734638	2.431683363220049	0.8252390894334922	2.4979758872041926	28.25899354980928	0.07966448250633615	2.5193434587232972	9.0	3.05	3.629965141546787	0.29232016280463885	0.45364361048612545	0.81	2.092393252078359	50.0	321.1033140617644	30.348905562475	0.00047778858379464797	3.6455747508764933
