# -----------------------------------
# SAS_MoCa Version 1.5.0
# Tue Apr 28 14:10:46 2026
# -----------------------------------
convergence:
thermo:	1
maxcount:	100000
conv_threshold:	4
neg_water_scale:	5
statistics:
scale_MAD_to_std:	False
hist_mincount:	10
# -----------------------------------
datafile:	./data_pLUVs_POPC_OmpLA_PL600.dat
save-folder:	RES_POPC-PLUV600_01
qrange:	[0.005, 0.6]
model:	pLUV_POPC_OmpLA_RecBuf
temperature-init:	400
temperature-gain:	50
target-X2:	2.0
data-binning:	1
error-scale:	1
iterations:	100
processes:	24
plot-only:	False
state:	monomer
# -----------------------------------
q	I_data	I_err	I_fit
0.236749	801.3	65.776	896.517414829876
0.237275	820.6	64.9094	881.9631540267371
0.2378	798.84	65.8228	867.6970034347535
0.238325	702.44	64.9868	853.6889239204368
0.238851	660.83	65.1686	839.9108142132891
0.239376	652.22	64.9973	826.4128813970921
0.239902	634.78	64.4585	813.141490763488
0.240427	610.85	64.9389	800.1448692481324
0.240952	634.03	63.9932	787.3952909589391
0.241478	556.24	64.4903	774.8668888695764
0.242003	650.96	64.2487	762.6049922256395
0.242528	729.94	64.1272	750.5832245868187
0.243054	603.63	64.2878	738.7770186414555
0.243579	598.78	63.9238	727.228893886421
0.244104	626.23	63.8562	715.9137928097371
0.24463	624.04	63.6398	704.8084157729342
0.245155	650.51	63.6506	693.9525624677489
0.24568	458.1	63.6027	683.3224624795542
0.246206	574.04	63.2558	672.8960506865095
0.246731	583.61	63.6411	662.7104986041517
0.247256	526.37	63.0148	652.7432899080449
0.247782	428.65	63.1715	642.9735598485782
0.248307	591.21	62.8112	633.4359447708903
0.248832	450.64	63.0391	624.1091483868322
0.249358	484.89	62.7802	614.9734713116968
0.249883	470.85	62.7782	606.0611088034136
0.250409	505.01	62.7178	597.3355530332457
0.250934	497.3	62.3169	588.8274240436914
0.251459	532.55	62.5255	580.5173810658389
0.251985	467.82	62.5529	572.3875874682918
0.25251	441.67	62.2654	564.4663806430023
0.253035	436.79	62.5431	556.7355448809046
0.253561	449.99	61.5308	549.1783122569794
0.254086	345.87	62.2944	541.8208330786306
0.254611	420.35	61.6122	534.6459798725798
0.255137	428.31	61.7962	527.6380162724705
0.255662	421.62	61.8576	520.8210011312372
0.256187	397.58	61.5403	514.1788579104126
0.256713	365.11	61.8107	507.6968443360481
0.257238	391.38	61.0109	501.3970232493011
0.257763	374.0	61.4742	495.2643313817593
0.258289	330.97	61.4938	489.2849828740241
0.258814	332.52	60.8641	483.47913957058296
